crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_hour,crash_year,crash_month
2023-05-06,10:59:00,QUEENS,11104,40.745113,-73.92021,"(40.745113, -73.92021)",44 STREET,43 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4626349,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,10,2023,2023-05
2019-05-23,12:00:00,MANHATTAN,10019,40.766403,-73.99424,"(40.766403, -73.99424)",,,718       11 AVENUE                     ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4137605,Sedan,Station Wagon/Sport Utility Vehicle,,,,12,2019,2019-05
2014-03-11,20:47:00,Unknown,,,,,,,PRKG LOT OF GATEWAY CENTER MALL 2ND FL  ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,305180,PASSENGER VEHICLE,UNKNOWN,,,,20,2014,2014-03
2014-08-06,15:23:00,MANHATTAN,10029,40.7948616,-73.9464798,"(40.7948616, -73.9464798)",PARK AVENUE                     ,EAST 109 STREET                 ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,1004371,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,15,2014,2014-08
2021-09-07,13:05:00,QUEENS,11355,40.75413,-73.809555,"(40.75413, -73.809555)",46 AVENUE,157 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4454692,Sedan,Sedan,,,,13,2021,2021-09
2015-05-20,13:44:00,BROOKLYN,11207,40.6819458,-73.9048767,"(40.6819458, -73.9048767)",BUSHWICK AVENUE                 ,DE SALES PLACE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3224425,OTHER,OTHER,,,,13,2015,2015-05
2019-01-02,08:01:00,QUEENS,11418,40.691795,-73.84376,"(40.691795, -73.84376)",102 STREET                      ,91 AVENUE,,4,0,0,0,0,0,4,0,Driver Inexperience,Unspecified,,,,4062625,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,8,2019,2019-01
2016-06-01,16:30:00,Unknown,,40.712833,-73.82741,"(40.712833, -73.82741)",QUEENS BOULEVARD                ,82 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3453822,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,,16,2016,2016-06
2016-04-02,17:15:00,Unknown,,40.66579,-73.79282,"(40.66579, -73.79282)",140-93 S Conduit Ave            ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,3428377,4 dr sedan,4 dr sedan,,,,17,2016,2016-04
2018-03-01,10:24:00,QUEENS,11374,40.73247,-73.86167,"(40.73247, -73.86167)",97 STREET                       ,62 DRIVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3854659,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,10,2018,2018-03
2019-11-28,02:15:00,Unknown,,40.73886,-73.73974,"(40.73886, -73.73974)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4249021,Sedan,,,,,2,2019,2019-11
2017-10-21,02:41:00,MANHATTAN,10022,40.757923,-73.97132,"(40.757923, -73.97132)",,,599       LEXINGTON AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3773519,Dump,Armored Truck,,,,2,2017,2017-10
2016-09-18,18:30:00,BRONX,10473,40.825043,-73.85259,"(40.825043, -73.85259)",STORY AVENUE                    ,OLMSTEAD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3525087,Station Wagon/Sport Utility Vehicle,,,,,18,2016,2016-09
2021-09-19,14:42:00,BROOKLYN,11234,40.60553,-73.92917,"(40.60553, -73.92917)",AVENUE U,EAST 34 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4458798,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,14,2021,2021-09
2025-06-24,14:00:00,BROOKLYN,11209,40.621048,-74.03326,"(40.621048, -74.03326)",,,251       90 ST,0,0,0,0,0,0,0,0,Unspecified,,,,,4823971,Station Wagon/Sport Utility Vehicle,,,,,14,2025,2025-06
2018-12-14,19:00:00,BRONX,10465,40.82747,-73.82976,"(40.82747, -73.82976)",,,2750      LAFAYETTE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4044959,Sedan,Station Wagon/Sport Utility Vehicle,,,,19,2018,2018-12
2022-07-10,13:20:00,BROOKLYN,11223,40.590443,-73.97116,"(40.590443, -73.97116)",AVENUE X,WEST 1 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,4545438,Bike,,,,,13,2022,2022-07
2017-11-16,09:05:00,QUEENS,11373,40.734673,-73.87435,"(40.734673, -73.87435)",HOFFMAN DRIVE                   ,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3791118,Station Wagon/Sport Utility Vehicle,,,,,9,2017,2017-11
2013-05-27,20:12:00,QUEENS,11373,40.7463477,-73.8723835,"(40.7463477, -73.8723835)",LAMONT AVENUE                   ,CASE STREET                     ,,2,0,0,0,0,0,2,0,Physical Disability,Unspecified,,,,257284,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,20,2013,2013-05
2019-07-28,05:00:00,BRONX,10455,40.811268,-73.90152,"(40.811268, -73.90152)",,,581       AUSTIN PLACE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4178979,Box Truck,,,,,5,2019,2019-07
2016-11-23,19:00:00,BROOKLYN,11203,40.65502,-73.94712,"(40.65502, -73.94712)",,,770       NEW YORK AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3572797,Sedan,,,,,19,2016,2016-11
2016-01-19,08:10:00,QUEENS,11106,40.7573797,-73.9269028,"(40.7573797, -73.9269028)",35 AVENUE                       ,33 STREET                       ,,2,0,2,0,0,0,0,0,Physical Disability,,,,,3376324,TAXI,,,,,8,2016,2016-01
2018-03-05,08:30:00,Unknown,,40.65473,-73.90692,"(40.65473, -73.90692)",ROCKAWAY AVENUE                 ,,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3858185,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,8,2018,2018-03
2016-10-27,18:30:00,QUEENS,11385,40.703957,-73.8957,"(40.703957, -73.8957)",FRESH POND ROAD                 ,CATALPA AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3548907,Station Wagon/Sport Utility Vehicle,Sedan,,,,18,2016,2016-10
2018-05-28,03:00:00,Unknown,,40.83235,-73.92107,"(40.83235, -73.92107)",WALTON AVENUE                   ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3915253,Taxi,,,,,3,2018,2018-05
2015-06-30,17:50:00,BROOKLYN,11211,40.7120581,-73.9527253,"(40.7120581, -73.9527253)",HOPE STREET                     ,KEAP STREET                     ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3250487,PASSENGER VEHICLE,UNKNOWN,,,,17,2015,2015-06
2013-11-14,14:00:00,Unknown,,,,,,,PKG LOT 30-01 STRATTON ST               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,253079,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,14,2013,2013-11
2025-11-15,16:25:00,BRONX,10453,40.851048,-73.91487,"(40.851048, -73.91487)",UNIVERSITY AVE,MORTON PL,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4857751,Sedan,Station Wagon/Sport Utility Vehicle,,,,16,2025,2025-11
2018-10-26,04:35:00,Unknown,,40.58466,-73.95086,"(40.58466, -73.95086)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4008796,Sedan,Sedan,,,,4,2018,2018-10
2023-08-03,22:13:00,Unknown,,40.619804,-74.084564,"(40.619804, -74.084564)",TARGEE STREET,,,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,,,,4651468,Sedan,Sedan,,,,22,2023,2023-08
2019-12-27,21:40:00,BROOKLYN,11220,40.63985,-74.02447,"(40.63985, -74.02447)",,,260       65 STREET                     ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4265424,Station Wagon/Sport Utility Vehicle,Sedan,,,,21,2019,2019-12
2023-09-16,10:38:00,MANHATTAN,10128,40.781075,-73.95236,"(40.781075, -73.95236)",,,1594      3 AVENUE,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Reaction to Uninvolved Vehicle,,,,4663948,Sedan,Bike,,,,10,2023,2023-09
2013-06-15,09:19:00,BROOKLYN,11235,40.5899573,-73.9625799,"(40.5899573, -73.9625799)",EAST 7 STREET                   ,DUNNE COURT                     ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,119226,SPORT UTILITY / STATION WAGON,BICYCLE,,,,9,2013,2013-06
2012-11-12,10:17:00,BROOKLYN,11217,40.6805947,-73.9808878,"(40.6805947, -73.9808878)",BALTIC STREET                   ,4 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,176473,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10,2012,2012-11
2017-04-23,04:00:00,Unknown,,40.809105,-73.9229,"(40.809105, -73.9229)",EAST 138 STREET                 ,,,1,0,1,0,0,0,0,0,,,,,,3655666,,,,,,4,2017,2017-04
2016-03-14,18:00:00,BROOKLYN,11216,40.675026,-73.950035,"(40.675026, -73.950035)",,,684       NOSTRAND AVENUE               ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3419479,4 dr sedan,Sedan,,,,18,2016,2016-03
2015-12-17,16:15:00,MANHATTAN,10013,40.7155838,-74.0030301,"(40.7155838, -74.0030301)",LAFAYETTE STREET                ,WORTH STREET                    ,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3355258,PASSENGER VEHICLE,BUS,,,,16,2015,2015-12
2016-02-21,12:40:00,BROOKLYN,11230,40.6185581,-73.9550356,"(40.6185581, -73.9550356)",OCEAN AVENUE                    ,AVENUE M                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3392357,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,12,2016,2016-02
2018-03-15,09:45:00,Unknown,,40.81792,-73.949745,"(40.81792, -73.949745)",SAINT NICHOLAS TERRACE          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3863447,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Box Truck,,,9,2018,2018-03
2017-09-17,17:30:00,BROOKLYN,11212,40.660248,-73.92448,"(40.660248, -73.92448)",,,207       EAST 93 STREET                ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3751720,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,17,2017,2017-09
2013-12-12,18:00:00,STATEN ISLAND,10305,40.5830447,-74.0961705,"(40.5830447, -74.0961705)",HYLAN BOULEVARD                 ,SEAVER AVENUE                   ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,300390,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,,18,2013,2013-12
2016-04-07,20:00:00,Unknown,,40.744934,-73.86792,"(40.744934, -73.86792)",,,44 AVENUE                               ,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,3427068,Sedan,Bike,,,,20,2016,2016-04
2022-11-01,08:55:00,Unknown,,40.756035,-73.98695,"(40.756035, -73.98695)",WEST 42 STREET,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4578006,Sedan,Bus,,,,8,2022,2022-11
2020-09-22,21:50:00,Unknown,,40.843956,-73.8978,"(40.843956, -73.8978)",CROSS BRONX EXPY                ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4351448,Sedan,,,,,21,2020,2020-09
2019-09-20,09:45:00,MANHATTAN,10037,40.81977,-73.93673,"(40.81977, -73.93673)",WEST 144 STREET                 ,LENOX AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4210874,Sedan,Sedan,,,,9,2019,2019-09
2025-07-23,22:59:00,QUEENS,11101,0.0,0.0,"(0.0, 0.0)",,,28-25     JACKSON AVE,1,0,0,0,1,0,0,0,Driver Inexperience,Driver Inattention/Distraction,,,,4830089,Bike,Station Wagon/Sport Utility Vehicle,,,,22,2025,2025-07
2018-04-10,17:52:00,BROOKLYN,11234,40.629368,-73.88477,"(40.629368, -73.88477)",,,2200      ROCKAWAY PARKWAY              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878133,Station Wagon/Sport Utility Vehicle,elect,,,,17,2018,2018-04
2020-02-05,13:10:00,BRONX,10460,40.83796,-73.870895,"(40.83796, -73.870895)",,,1719      MANSION STREET                ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4284336,Station Wagon/Sport Utility Vehicle,Sedan,,,,13,2020,2020-02
2021-04-30,13:30:00,BRONX,10458,40.858814,-73.890236,"(40.858814, -73.890236)",,,2452      WASHINGTON AVENUE,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4412133,Sedan,Sedan,,,,13,2021,2021-04
2016-01-11,13:50:00,Unknown,,,,,,,PARKING LOT OF 23-60 BELL BLVD          ,0,0,0,0,0,0,0,0,Unspecified,,,,,3368916,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,13,2016,2016-01
2017-01-15,00:43:00,MANHATTAN,10029,40.795055,-73.93317,"(40.795055, -73.93317)",EAST 116 STREET                 ,PLEASANT AVENUE,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3598018,Sedan,Sedan,,,,0,2017,2017-01
2018-02-01,19:50:00,MANHATTAN,10011,40.74047,-73.99829,"(40.74047, -73.99829)",7 AVENUE                        ,WEST 17 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3839413,Taxi,Taxi,,,,19,2018,2018-02
2014-08-29,20:15:00,BROOKLYN,11207,40.6849391,-73.9101331,"(40.6849391, -73.9101331)",BUSHWICK AVENUE                 ,COOPER STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1016070,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,20,2014,2014-08
2014-10-01,14:20:00,Unknown,,,,,EAST MOSHOLU PARKWAY SOUTH      ,GRAND CONCOURSE                 ,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,1032331,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,14,2014,2014-10
2019-07-03,16:00:00,BROOKLYN,11215,40.66835,-73.99041,"(40.66835, -73.99041)",,,500       4 AVENUE                      ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4164080,Station Wagon/Sport Utility Vehicle,Box Truck,,,,16,2019,2019-07
2023-02-06,15:00:00,Unknown,,40.60301,-74.016884,"(40.60301, -74.016884)",BELT PARKWAY,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Driver Inattention/Distraction,,,,4604129,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,15,2023,2023-02
2016-10-14,19:15:00,Unknown,,,,,4-90 Seneca Ave                 ,greene avenue,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3541313,Sedan,Sedan,,,,19,2016,2016-10
2019-04-16,02:20:00,QUEENS,11420,,,,NORTH CONDUIT AVENUE            ,128 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4115473,Garbage or Refuse,Sedan,,,,2,2019,2019-04
2019-09-27,18:18:00,BROOKLYN,11229,40.60247,-73.95614,"(40.60247, -73.95614)",,,1945      EAST 16 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4214920,Station Wagon/Sport Utility Vehicle,Sedan,,,,18,2019,2019-09
2019-10-12,12:01:00,Unknown,,,,,BRONX WHITESTONE BRIDGE         ,,,5,0,0,0,0,0,5,0,Using On Board Navigation Device,Unspecified,Unspecified,Unspecified,,4224330,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,12,2019,2019-10
2012-07-19,16:30:00,MANHATTAN,10029,40.7972603,-73.9405186,"(40.7972603, -73.9405186)",EAST 115 STREET                 ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,,,,,55602,PASSENGER VEHICLE,,,,,16,2012,2012-07
2014-05-02,16:30:00,BROOKLYN,11229,40.6007425,-73.9390407,"(40.6007425, -73.9390407)",AVENUE U                        ,BATCHELDER STREET               ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,328864,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,16,2014,2014-05
2021-03-01,21:00:00,QUEENS,11432,40.717247,-73.80344,"(40.717247, -73.80344)",,,82-68     164 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4395602,Ambulance,4 dr sedan,,,,21,2021,2021-03
2018-06-30,21:22:00,Unknown,,40.705273,-73.89634,"(40.705273, -73.89634)",FRESH POND ROAD                 ,68 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3932795,Sedan,Sedan,,,,21,2018,2018-06
2024-03-19,21:35:00,Unknown,,,,,BRONX WHITESTONE BRIDGE,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4711294,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,21,2024,2024-03
2017-07-29,15:30:00,BROOKLYN,11233,40.677254,-73.90602,"(40.677254, -73.90602)",SACKMAN STREET                  ,HERKIMER STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3721435,Station Wagon/Sport Utility Vehicle,,,,,15,2017,2017-07
2018-10-25,10:54:00,MANHATTAN,10009,40.721676,-73.98061,"(40.721676, -73.98061)",EAST 3 STREET                   ,AVENUE C,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4007510,Bike,,,,,10,2018,2018-10
2024-11-14,14:30:00,QUEENS,11354,40.77237,-73.838264,"(40.77237, -73.838264)",,,130-30    28 AVE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4771442,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,14,2024,2024-11
2016-11-16,23:58:00,BROOKLYN,11215,40.67146,-73.99103,"(40.67146, -73.99103)",3 AVENUE                        ,9 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3562283,Sedan,Sedan,,,,23,2016,2016-11
2017-05-21,19:30:00,MANHATTAN,10012,40.72272,-73.994156,"(40.72272, -73.994156)",PRINCE STREET                   ,ELIZABETH STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3675613,Sedan,Taxi,,,,19,2017,2017-05
2013-06-13,21:35:00,STATEN ISLAND,10301,40.6182828,-74.1051867,"(40.6182828, -74.1051867)",CLOVE ROAD                      ,CHESHIRE PLACE                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,288518,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,21,2013,2013-06
2022-12-22,04:00:00,BRONX,10468,40.872387,-73.90156,"(40.872387, -73.90156)",,,150       WEST 197 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4594966,Sedan,,,,,4,2022,2022-12
2014-08-21,18:25:00,BRONX,10460,40.8417519,-73.8854499,"(40.8417519, -73.8854499)",CROTONA PARKWAY                 ,ELSMERE PLACE                   ,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,1012182,PASSENGER VEHICLE,,,,,18,2014,2014-08
2019-02-27,13:20:00,Unknown,,,,,MAJOR DEEGAN EXPRESSWAY         ,VANCORTLANDT PARK WEST,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4088593,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,13,2019,2019-02
2018-12-18,16:00:00,MANHATTAN,10001,40.7491,-73.99201,"(40.7491, -73.99201)",7 AVENUE                        ,WEST 31 STREET,,1,0,1,0,0,0,0,0,Turning Improperly,,,,,4047856,Taxi,,,,,16,2018,2018-12
2025-10-31,09:15:00,QUEENS,11364,40.750248,-73.75427,"(40.750248, -73.75427)",HORACE HARDING EXPY,223 PL,,1,0,0,0,0,0,1,0,Following Too Closely,,,,,4853825,Station Wagon/Sport Utility Vehicle,,,,,9,2025,2025-10
2022-02-19,02:28:00,QUEENS,11429,40.711735,-73.73662,"(40.711735, -73.73662)",,,104-27    SPRINGFIELD BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4503863,Sedan,Sedan,Sedan,,,2,2022,2022-02
2012-12-06,18:30:00,BROOKLYN,11235,40.5757147,-73.9630091,"(40.5757147, -73.9630091)",BRIGHTON 4 STREET               ,BRIGHTWATER COURT               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,114257,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,18,2012,2012-12
2022-03-01,09:00:00,Unknown,,40.808243,-73.92785,"(40.808243, -73.92785)",MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4514466,Pick-up Truck,Sedan,,,,9,2022,2022-03
2020-11-02,00:09:00,QUEENS,11419,40.687237,-73.82754,"(40.687237, -73.82754)",103 AVENUE                      ,116 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4363580,Station Wagon/Sport Utility Vehicle,,,,,0,2020,2020-11
2015-07-17,10:57:00,MANHATTAN,10032,40.8392323,-73.9455442,"(40.8392323, -73.9455442)",WEST 163 STREET                 ,RIVERSIDE DRIVE                 ,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3260422,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10,2015,2015-07
2012-09-05,19:00:00,QUEENS,11370,40.766359,-73.8875543,"(40.766359, -73.8875543)",82 STREET                       ,23 AVENUE                       ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,280140,MOTORCYCLE,UNKNOWN,,,,19,2012,2012-09
2014-06-01,21:35:00,QUEENS,11366,40.7358305,-73.7743779,"(40.7358305, -73.7743779)",73 AVENUE                       ,198 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,345140,UNKNOWN,PASSENGER VEHICLE,,,,21,2014,2014-06
2014-06-08,09:20:00,Unknown,,,,,RIVERDALE AVENUE                ,WEST 236 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,348212,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,9,2014,2014-06
2013-02-08,11:10:00,QUEENS,11411,40.6977779,-73.7458578,"(40.6977779, -73.7458578)",116 AVENUE                      ,207 STREET                      ,,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,222389,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11,2013,2013-02
2016-07-10,11:41:00,BROOKLYN,11210,40.61628,-73.95356,"(40.61628, -73.95356)",AVENUE N                        ,EAST 21 STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3479198,4 dr sedan,4 dr sedan,,,,11,2016,2016-07
2020-03-09,04:45:00,Unknown,,40.84935,-73.8712,"(40.84935, -73.8712)",BRONX RIVER PARKWAY             ,,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,,,,4306785,Sedan,Sedan,,,,4,2020,2020-03
2025-09-21,07:25:00,QUEENS,11423,40.724678,-73.76482,"(40.724678, -73.76482)",EPSOM CRSE,FRANCIS LEWIS BLVD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4843936,Sedan,Sedan,,,,7,2025,2025-09
2017-04-29,13:45:00,Unknown,,40.645298,-74.10466,"(40.645298, -74.10466)",RICHMOND TERRACE                ,SNUG HARBOR ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3660477,Station Wagon/Sport Utility Vehicle,4 dr sedan,OMT,,,13,2017,2017-04
2013-01-24,22:24:00,QUEENS,11422,40.6759468,-73.7353022,"(40.6759468, -73.7353022)",133 AVENUE                      ,234 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,222210,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,22,2013,2013-01
2024-08-22,21:48:00,BRONX,10456,40.83305,-73.90592,"(40.83305, -73.90592)",EAST 169 STREET,WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Steering Failure,Unspecified,Unspecified,Unspecified,,4750141,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,21,2024,2024-08
2014-06-19,19:20:00,MANHATTAN,10019,40.762065,-73.9836295,"(40.762065, -73.9836295)",BROADWAY                        ,WEST 51 STREET                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,354017,PASSENGER VEHICLE,TAXI,,,,19,2014,2014-06
2014-01-28,11:30:00,Unknown,,40.7014198,-73.9933307,"(40.7014198, -73.9933307)",,,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,2983896,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11,2014,2014-01
2016-07-27,17:10:00,Unknown,,40.8023,-73.95322,"(40.8023, -73.95322)",7 AVENUE                        ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3498529,Sedan,Sedan,,,,17,2016,2016-07
2021-05-04,15:08:00,BROOKLYN,11230,,,,OCEAN PARKWAY,PARKVILLE AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4413334,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,15,2021,2021-05
2017-03-21,17:00:00,BRONX,10475,40.8807,-73.827995,"(40.8807, -73.827995)",,,3311      ROMBOUTS AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3639419,Station Wagon/Sport Utility Vehicle,Sedan,,,,17,2017,2017-03
2016-02-02,09:20:00,BROOKLYN,11210,40.6320154,-73.9417575,"(40.6320154, -73.9417575)",BROOKLYN AVENUE                 ,AVENUE H                        ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3382157,PASSENGER VEHICLE,,,,,9,2016,2016-02
2013-11-28,19:30:00,BROOKLYN,11219,40.6412469,-73.9933628,"(40.6412469, -73.9933628)",43 STREET                       ,FORT HAMILTON PARKWAY           ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,134104,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,19,2013,2013-11
